geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,04013,8,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
AF,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
AR,04013,20,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
AU,04013,73,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
BD,04013,6,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
BR,04013,58,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
BS,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
BY,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
BZ,04013,5,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
CA,04013,1879,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
CL,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
CN,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
CO,04013,36,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
CR,04013,51,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
DO,04013,12,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
EC,04013,16,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
ID,04013,15,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
IL,04013,103,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
IN,04013,8,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
JO,04013,12,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
JP,04013,56,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
KE,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
KR,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
MA,04013,8,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
MM,04013,12,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
MX,04013,1671,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
MY,04013,9,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
NG,04013,42,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
PG,04013,20,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
PH,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
PK,04013,13,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
QA,04013,8,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
RU,04013,29,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
SA,04013,36,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
SD,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
SG,04013,4,-112.49128245766258,33.34882943568081,02/24/20 - 03/01/20
