geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01089,4,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
AU,01089,4,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
BR,01089,26,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
CA,01089,8,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
CR,01089,12,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
ID,01089,8,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
IL,01089,4,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
JP,01089,4,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
KR,01089,62,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
MX,01089,40,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
PH,01089,8,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
SG,01089,8,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
TT,01089,12,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
VN,01089,4,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
ZA,01089,4,-86.55020651830006,34.763089705868424,02/03/20 - 02/09/20
AE,01097,24,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
AR,01097,4,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
BR,01097,37,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
CA,01097,24,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
HN,01097,8,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
KZ,01097,5,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
MX,01097,34,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
NI,01097,28,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
PE,01097,4,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
PG,01097,12,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
UA,01097,4,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
VN,01097,23,-88.19752954851884,30.685146924673063,02/03/20 - 02/09/20
AE,04013,66,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
AF,04013,6,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
AR,04013,36,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
AU,04013,108,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
BD,04013,49,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
BJ,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
BR,04013,119,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
CA,04013,2733,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
CL,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
CM,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
CN,04013,53,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
CO,04013,29,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
CR,04013,33,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
DO,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
EC,04013,52,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
EG,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
GH,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
GT,04013,37,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
HN,04013,21,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
ID,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
IL,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
IN,04013,63,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
IQ,04013,32,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
IR,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
JO,04013,24,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
JP,04013,272,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
KE,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
KH,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
KR,04013,80,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
LA,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
LB,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
LK,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
MA,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
MD,04013,24,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
MM,04013,15,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
MX,04013,2492,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
MY,04013,16,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
NG,04013,67,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
NP,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
NZ,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
PE,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
PH,04013,102,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
PK,04013,16,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
PS,04013,20,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
RS,04013,12,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
RU,04013,20,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
SA,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
SG,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
SV,04013,41,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
SY,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
TH,04013,20,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
TR,04013,16,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
TW,04013,102,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
UA,04013,25,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
UG,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
UY,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
UZ,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
VE,04013,4,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
VN,04013,41,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
XK,04013,8,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
ZA,04013,36,-112.49128245766258,33.34882943568081,02/03/20 - 02/09/20
AE,06001,28,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
AF,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
AR,06001,46,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
AU,06001,81,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
AZ,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
BD,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
BO,06001,28,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
BR,06001,177,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
BY,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
CA,06001,269,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
CM,06001,20,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
CN,06001,400,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
CO,06001,44,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
DO,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
EG,06001,29,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
GT,06001,24,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
HN,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
ID,06001,84,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
IL,06001,33,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
IN,06001,86,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
IR,06001,20,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
JP,06001,20,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
KR,06001,230,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
KW,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
LK,06001,8,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
MD,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
MM,06001,12,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
MU,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
MX,06001,504,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
MY,06001,36,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
NG,06001,16,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
NI,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
NP,06001,27,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
NZ,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
PE,06001,88,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
PH,06001,408,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
PK,06001,60,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
QA,06001,12,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
RU,06001,16,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
SA,06001,20,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
SG,06001,48,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
SV,06001,12,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
TH,06001,66,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
TO,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
TR,06001,28,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
TW,06001,143,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
TZ,06001,16,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
UA,06001,12,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
UY,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
VE,06001,4,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
VN,06001,69,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
ZA,06001,16,-121.91788544949588,37.650546842122445,02/03/20 - 02/09/20
AE,06013,8,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
AR,06013,8,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
AU,06013,24,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
BR,06013,48,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
CA,06013,100,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
CN,06013,37,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
CO,06013,20,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
DO,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
EG,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
ID,06013,131,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
IL,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
IN,06013,18,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
JM,06013,8,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
JO,06013,12,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
JP,06013,28,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
KR,06013,61,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
KW,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
KZ,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
MD,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
MX,06013,332,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
MY,06013,20,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
NG,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
NI,06013,24,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
NP,06013,28,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
NZ,06013,12,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
PA,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
PE,06013,143,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
PH,06013,158,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
PK,06013,44,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
QA,06013,8,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
RU,06013,12,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
SA,06013,4,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
SG,06013,20,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
SV,06013,33,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
TH,06013,10,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
TW,06013,12,-121.95121244528309,37.92341874155632,02/03/20 - 02/09/20
