geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01003,4,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
CA,01003,24,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
CO,01003,4,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
HN,01003,36,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
JM,01003,4,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
MD,01003,37,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
MX,01003,33,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
PH,01003,12,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
QA,01003,4,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
UA,01003,18,-87.7498446823266,30.66097390421291,02/10/20 - 02/16/20
AE,01097,19,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
AL,01097,4,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
BR,01097,52,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
CA,01097,47,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
HN,01097,8,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
KZ,01097,8,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
MX,01097,29,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
NG,01097,12,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
NI,01097,25,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
PE,01097,8,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
PG,01097,12,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
PH,01097,4,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
QA,01097,4,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
VN,01097,20,-88.19752954851884,30.685146924673063,02/10/20 - 02/16/20
AE,04013,8,-112.49128245766258,33.34882943568081,02/10/20 - 02/16/20
AR,04013,40,-112.49128245766258,33.34882943568081,02/10/20 - 02/16/20
AU,04013,68,-112.49128245766258,33.34882943568081,02/10/20 - 02/16/20
BB,04013,16,-112.49128245766258,33.34882943568081,02/10/20 - 02/16/20
BD,04013,12,-112.49128245766258,33.34882943568081,02/10/20 - 02/16/20
