geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01,8,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
AF,01,12,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
AU,01,167,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
BD,01,4,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
BR,01,133,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
CA,01,206,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
CL,01,28,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
CN,01,46,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
CR,01,37,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
CU,01,8,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
DO,01,26,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
EC,01,20,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
GT,01,12,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
HN,01,12,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
HT,01,26,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
ID,01,20,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
IL,01,20,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
IN,01,29,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
JO,01,40,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
JP,01,38,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
KR,01,28,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
KW,01,54,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
LB,01,17,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
MA,01,4,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
MD,01,44,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
MM,01,4,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
MX,01,523,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
NG,01,36,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
NI,01,8,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
PE,01,16,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
PH,01,43,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
PK,01,8,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
QA,01,24,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
SA,01,8,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
SG,01,6,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
SN,01,8,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
TH,01,18,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
TT,01,12,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
TW,01,5,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
UA,01,13,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
UZ,01,4,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
VN,01,64,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
ZA,01,20,-86.8445209956579,32.75687994183124,02/17/20 - 02/23/20
AE,04,16,-111.6644603390921,34.29309519459149,02/17/20 - 02/23/20
AF,04,88,-111.6644603390921,34.29309519459149,02/17/20 - 02/23/20
AL,04,16,-111.6644603390921,34.29309519459149,02/17/20 - 02/23/20
AR,04,85,-111.6644603390921,34.29309519459149,02/17/20 - 02/23/20
