geoid_o,geoid_d,visitor_flows,lng_o,lat_d,date_range
AE,01,28,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
AR,01,8,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
AU,01,96,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
BD,01,5,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
BR,01,123,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
BZ,01,4,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
CA,01,159,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
CO,01,4,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
CR,01,45,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
DO,01,4,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
ET,01,17,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
GT,01,8,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
HN,01,28,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
ID,01,36,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
IL,01,16,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
IN,01,32,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
JM,01,9,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
JO,01,28,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
JP,01,17,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
KR,01,133,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
KW,01,24,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
KZ,01,9,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
MD,01,20,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
MX,01,304,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
NG,01,13,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
NI,01,28,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
PE,01,4,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
PG,01,12,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
PH,01,8,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
PS,01,4,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
QA,01,8,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
RU,01,4,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
SG,01,8,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
TH,01,8,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
TT,01,12,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
TW,01,8,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
UA,01,4,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
VN,01,47,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
ZA,01,12,-86.8445209956579,32.75687994183124,02/03/20 - 02/09/20
AE,04,66,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
AF,04,47,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
AL,04,22,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
AR,04,99,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
AU,04,141,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
BD,04,53,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
BJ,04,4,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
BR,04,273,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
BS,04,4,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
CA,04,3965,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
CL,04,8,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
CM,04,4,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
CN,04,121,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
CO,04,81,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
CR,04,49,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
CU,04,10,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
DO,04,16,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
EC,04,64,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
EG,04,16,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
GH,04,4,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
GT,04,41,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
HN,04,21,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
HT,04,4,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
ID,04,25,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
IL,04,71,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
IN,04,79,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
IQ,04,73,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
IR,04,26,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
JO,04,24,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
JP,04,429,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
KE,04,16,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
KH,04,8,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
KR,04,140,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
KW,04,20,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
LA,04,12,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
LB,04,8,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
LK,04,56,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
MA,04,24,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
MD,04,36,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
MM,04,15,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
MX,04,7938,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
MY,04,20,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
NG,04,71,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
NP,04,4,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
NZ,04,4,-111.6644603390921,34.29309519459149,02/03/20 - 02/09/20
